Epoch: 00, Loss: 0.3450, ValLoss: 0.3465 
Epoch: 01, Loss: 0.3119, ValLoss: 0.3416 
Epoch: 02, Loss: 0.2864, ValLoss: 0.3292 
Epoch: 03, Loss: 0.2733, ValLoss: 0.3094 
Epoch: 04, Loss: 0.2543, ValLoss: 0.2799 
Epoch: 05, Loss: 0.2433, ValLoss: 0.2571 
Epoch: 06, Loss: 0.2366, ValLoss: 0.2512 
Epoch: 07, Loss: 0.2295, ValLoss: 0.2459 
Epoch: 08, Loss: 0.2288, ValLoss: 0.2479 
Epoch: 09, Loss: 0.2233, ValLoss: 0.2461 
Epoch: 10, Loss: 0.2149, ValLoss: 0.2446 
Epoch: 11, Loss: 0.2126, ValLoss: 0.2438 
Epoch: 12, Loss: 0.2079, ValLoss: 0.2480 
Epoch: 13, Loss: 0.2053, ValLoss: 0.2407 
Epoch: 14, Loss: 0.2038, ValLoss: 0.2465 
Epoch: 15, Loss: 0.1957, ValLoss: 0.2363 
Epoch: 16, Loss: 0.1938, ValLoss: 0.2450 
Epoch: 17, Loss: 0.1919, ValLoss: 0.2388 
Epoch: 18, Loss: 0.1893, ValLoss: 0.2457 
Epoch: 19, Loss: 0.1874, ValLoss: 0.2333 
Epoch: 20, Loss: 0.1818, ValLoss: 0.2314 
Epoch: 21, Loss: 0.1766, ValLoss: 0.2276 
Epoch: 22, Loss: 0.1740, ValLoss: 0.2173 
Epoch: 23, Loss: 0.1717, ValLoss: 0.2266 
Epoch: 24, Loss: 0.1698, ValLoss: 0.2309 
Epoch: 25, Loss: 0.1654, ValLoss: 0.2235 
Epoch: 26, Loss: 0.1648, ValLoss: 0.2123 
Epoch: 27, Loss: 0.1614, ValLoss: 0.2111 
Epoch: 28, Loss: 0.1563, ValLoss: 0.2099 
Epoch: 29, Loss: 0.1507, ValLoss: 0.2145 
Epoch: 30, Loss: 0.1465, ValLoss: 0.2107 
Epoch: 31, Loss: 0.1498, ValLoss: 0.2240 
Epoch: 32, Loss: 0.1455, ValLoss: 0.2121 
Epoch: 33, Loss: 0.1467, ValLoss: 0.2203 
Epoch: 34, Loss: 0.1444, ValLoss: 0.2082 
Epoch: 35, Loss: 0.1425, ValLoss: 0.2102 
Epoch: 36, Loss: 0.1387, ValLoss: 0.1957 
Epoch: 37, Loss: 0.1344, ValLoss: 0.2007 
Epoch: 38, Loss: 0.1350, ValLoss: 0.1977 
Epoch: 39, Loss: 0.1266, ValLoss: 0.1878 
Epoch: 40, Loss: 0.1266, ValLoss: 0.1884 
Epoch: 41, Loss: 0.1252, ValLoss: 0.1936 
Epoch: 42, Loss: 0.1263, ValLoss: 0.1923 
Epoch: 43, Loss: 0.1269, ValLoss: 0.2000 
Epoch: 44, Loss: 0.1212, ValLoss: 0.2062 
Epoch: 45, Loss: 0.1234, ValLoss: 0.1941 
Epoch: 46, Loss: 0.1196, ValLoss: 0.1891 
Epoch: 47, Loss: 0.1230, ValLoss: 0.1930 
Epoch: 48, Loss: 0.1196, ValLoss: 0.2047 
Epoch: 49, Loss: 0.1147, ValLoss: 0.2005 
Epoch: 50, Loss: 0.1126, ValLoss: 0.2023 
Epoch: 51, Loss: 0.1168, ValLoss: 0.1905 
Epoch: 52, Loss: 0.1176, ValLoss: 0.1924 
Epoch: 53, Loss: 0.1201, ValLoss: 0.1842 
Epoch: 54, Loss: 0.1118, ValLoss: 0.1927 
Epoch: 55, Loss: 0.1082, ValLoss: 0.1997 
Epoch: 56, Loss: 0.1112, ValLoss: 0.1993 
Epoch: 57, Loss: 0.1058, ValLoss: 0.1941 
Epoch: 58, Loss: 0.1063, ValLoss: 0.1811 
Epoch: 59, Loss: 0.1047, ValLoss: 0.1988 
Epoch: 60, Loss: 0.1045, ValLoss: 0.2065 
Epoch: 61, Loss: 0.1085, ValLoss: 0.1926 
Epoch: 62, Loss: 0.1056, ValLoss: 0.2038 
Epoch: 63, Loss: 0.1071, ValLoss: 0.1917 
Epoch: 64, Loss: 0.1032, ValLoss: 0.2006 
Epoch: 65, Loss: 0.1003, ValLoss: 0.2025 
Epoch: 66, Loss: 0.1037, ValLoss: 0.1972 
Epoch: 67, Loss: 0.1021, ValLoss: 0.1955 
Epoch: 68, Loss: 0.0989, ValLoss: 0.1979 
Epoch: 69, Loss: 0.0977, ValLoss: 0.2063 
Epoch: 70, Loss: 0.1018, ValLoss: 0.1988 
Epoch: 71, Loss: 0.0970, ValLoss: 0.2043 
Epoch: 72, Loss: 0.0957, ValLoss: 0.2000 
Epoch: 73, Loss: 0.0955, ValLoss: 0.2051 
Early stopping triggered at epoch 73. Best smoothed_val_loss=0.1890 at epoch 53.
Total training time: 00h 19m 43s (1183.7s), finished at epoch 73.
AUPR: 0.937 
AUROC: 0.936 
