Epoch: 00, Loss: 0.3434, ValLoss: 0.3447 
Epoch: 01, Loss: 0.3368, ValLoss: 0.3400 
Epoch: 02, Loss: 0.3236, ValLoss: 0.3329 
Epoch: 03, Loss: 0.3133, ValLoss: 0.3264 
Epoch: 04, Loss: 0.3134, ValLoss: 0.3233 
Epoch: 05, Loss: 0.3052, ValLoss: 0.3299 
Epoch: 06, Loss: 0.2997, ValLoss: 0.3214 
Epoch: 07, Loss: 0.2854, ValLoss: 0.3675 
Epoch: 08, Loss: 0.2748, ValLoss: 0.3513 
Epoch: 09, Loss: 0.2688, ValLoss: 0.3700 
Epoch: 10, Loss: 0.2616, ValLoss: 0.3444 
Epoch: 11, Loss: 0.2599, ValLoss: 0.3038 
Epoch: 12, Loss: 0.2513, ValLoss: 0.3320 
Epoch: 13, Loss: 0.2530, ValLoss: 0.3486 
Epoch: 14, Loss: 0.2474, ValLoss: 0.2929 
Epoch: 15, Loss: 0.2441, ValLoss: 0.3019 
Epoch: 16, Loss: 0.2429, ValLoss: 0.3113 
Epoch: 17, Loss: 0.2408, ValLoss: 0.3333 
Epoch: 18, Loss: 0.2422, ValLoss: 0.2916 
Epoch: 19, Loss: 0.2368, ValLoss: 0.2916 
Epoch: 20, Loss: 0.2308, ValLoss: 0.2861 
Epoch: 21, Loss: 0.2219, ValLoss: 0.2819 
Epoch: 22, Loss: 0.2237, ValLoss: 0.2671 
Epoch: 23, Loss: 0.2162, ValLoss: 0.2602 
Epoch: 24, Loss: 0.2175, ValLoss: 0.2884 
Epoch: 25, Loss: 0.2100, ValLoss: 0.2526 
Epoch: 26, Loss: 0.2072, ValLoss: 0.2696 
Epoch: 27, Loss: 0.2048, ValLoss: 0.2366 
Epoch: 28, Loss: 0.1989, ValLoss: 0.2643 
Epoch: 29, Loss: 0.1975, ValLoss: 0.2168 
Epoch: 30, Loss: 0.1901, ValLoss: 0.2547 
Epoch: 31, Loss: 0.1890, ValLoss: 0.2362 
Epoch: 32, Loss: 0.1856, ValLoss: 0.2422 
Epoch: 33, Loss: 0.1815, ValLoss: 0.2157 
Epoch: 34, Loss: 0.1797, ValLoss: 0.2334 
Epoch: 35, Loss: 0.1757, ValLoss: 0.2061 
Epoch: 36, Loss: 0.1710, ValLoss: 0.2215 
Epoch: 37, Loss: 0.1724, ValLoss: 0.2173 
Epoch: 38, Loss: 0.1687, ValLoss: 0.2006 
Epoch: 39, Loss: 0.1615, ValLoss: 0.1883 
Epoch: 40, Loss: 0.1598, ValLoss: 0.2064 
Epoch: 41, Loss: 0.1588, ValLoss: 0.2169 
Epoch: 42, Loss: 0.1605, ValLoss: 0.1931 
Epoch: 43, Loss: 0.1577, ValLoss: 0.2113 
Epoch: 44, Loss: 0.1566, ValLoss: 0.2028 
Epoch: 45, Loss: 0.1566, ValLoss: 0.1995 
